time;r11;r12;r13;r21;r22;r23;r31;r32;r33
0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00;-1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;-1.0000000000000000e+00;0.0000000000000000e+00;
1.0000000000000001e-01;9.9718778761114324e-01;9.0000000000000011e-02;0.0000000000000000e+00;-9.0000000000000011e-02;9.9718778761114324e-01;0.0000000000000000e+00;-9.9718778761114324e-01;-9.0000000000000011e-02;0.0000000000000000e+00;9.0000000000000011e-02;-9.9718778761114324e-01;0.0000000000000000e+00;
2.0000000000000001e-01;9.8878651435908915e-01;1.7949550854998347e-01;0.0000000000000000e+00;-1.7949550854998347e-01;9.8878651435908915e-01;0.0000000000000000e+00;-9.8878651435908915e-01;-1.7949550854998347e-01;0.0000000000000000e+00;1.7949550854998347e-01;-9.8878651435908915e-01;0.0000000000000000e+00;
3.0000000000000004e-01;9.7490461143629314e-01;2.6799511180874164e-01;0.0000000000000000e+00;-2.6799511180874164e-01;9.7490461143629314e-01;0.0000000000000000e+00;-9.7490461143629314e-01;-2.6799511180874164e-01;0.0000000000000000e+00;2.6799511180874164e-01;-9.7490461143629314e-01;0.0000000000000000e+00;
4.0000000000000002e-01;9.5571709964487372e-01;3.5503431336398394e-01;0.0000000000000000e+00;-3.5503431336398394e-01;9.5571709964487372e-01;0.0000000000000000e+00;-9.5571709964487372e-01;-3.5503431336398394e-01;0.0000000000000000e+00;3.5503431336398394e-01;-9.5571709964487372e-01;0.0000000000000000e+00;
5.0000000000000000e-01;9.3145754275318493e-01;4.4018652302068373e-01;0.0000000000000000e+00;-4.4018652302068373e-01;9.3145754275318493e-01;0.0000000000000000e+00;-9.3145754275318493e-01;-4.4018652302068373e-01;0.0000000000000000e+00;4.4018652302068373e-01;-9.3145754275318493e-01;0.0000000000000000e+00;
5.9999999999999998e-01;9.0240794940312019e-01;5.2307143875741524e-01;0.0000000000000000e+00;-5.2307143875741524e-01;9.0240794940312019e-01;0.0000000000000000e+00;-9.0240794940312019e-01;-5.2307143875741524e-01;0.0000000000000000e+00;5.2307143875741524e-01;-9.0240794940312019e-01;0.0000000000000000e+00;
6.9999999999999996e-01;8.6888754804292423e-01;6.0336051697022886e-01;0.0000000000000000e+00;-6.0336051697022886e-01;8.6888754804292423e-01;0.0000000000000000e+00;-8.6888754804292423e-01;-6.0336051697022886e-01;0.0000000000000000e+00;6.0336051697022886e-01;-8.6888754804292423e-01;0.0000000000000000e+00;
7.9999999999999993e-01;8.3124133852827509e-01;6.8077955238489740e-01;0.0000000000000000e+00;-6.8077955238489740e-01;8.3124133852827509e-01;0.0000000000000000e+00;-8.3124133852827509e-01;-6.8077955238489740e-01;0.0000000000000000e+00;6.8077955238489740e-01;-8.3124133852827509e-01;0.0000000000000000e+00;
8.9999999999999991e-01;7.8982919206173163e-01;7.5510865526436644e-01;0.0000000000000000e+00;-7.5510865526436644e-01;7.8982919206173163e-01;0.0000000000000000e+00;-7.8982919206173163e-01;-7.5510865526436644e-01;0.0000000000000000e+00;7.5510865526436644e-01;-7.8982919206173163e-01;0.0000000000000000e+00;
9.9999999999999989e-01;7.4501607255862823e-01;8.2618009003195292e-01;0.0000000000000000e+00;-8.2618009003195292e-01;7.4501607255862823e-01;0.0000000000000000e+00;-7.4501607255862823e-01;-8.2618009003195292e-01;0.0000000000000000e+00;8.2618009003195292e-01;-7.4501607255862823e-01;0.0000000000000000e+00;
1.0999999999999999e+00;6.9716373361425554e-01;8.9387452112652310e-01;0.0000000000000000e+00;-8.9387452112652310e-01;6.9716373361425554e-01;0.0000000000000000e+00;-6.9716373361425554e-01;-8.9387452112652310e-01;0.0000000000000000e+00;8.9387452112652310e-01;-6.9716373361425554e-01;0.0000000000000000e+00;
1.2000000000000000e+00;6.4662404305134225e-01;9.5811621254443158e-01;0.0000000000000000e+00;-9.5811621254443158e-01;6.4662404305134225e-01;0.0000000000000000e+00;-6.4662404305134225e-01;-9.5811621254443158e-01;0.0000000000000000e+00;9.5811621254443158e-01;-6.4662404305134225e-01;0.0000000000000000e+00;
1.3000000000000000e+00;5.9373392432952055e-01;1.0188676707281943e+00;0.0000000000000000e+00;-1.0188676707281943e+00;5.9373392432952055e-01;0.0000000000000000e+00;-5.9373392432952055e-01;-1.0188676707281943e+00;0.0000000000000000e+00;1.0188676707281943e+00;-5.9373392432952055e-01;0.0000000000000000e+00;
1.4000000000000001e+00;5.3881178967272014e-01;1.0761241315331509e+00;0.0000000000000000e+00;-1.0761241315331509e+00;5.3881178967272014e-01;0.0000000000000000e+00;-5.3881178967272014e-01;-1.0761241315331509e+00;0.0000000000000000e+00;1.0761241315331509e+00;-5.3881178967272014e-01;0.0000000000000000e+00;
