h_lenght;eps;communication_type;num_procs;method_type;n_of_iter;error_in_norm_inf;time_taken
0.000125;1e-06;Send_Recv;16;Jacobi;89;3.77421e-06;7.00428
0.000125;1e-06;Sendrecv;16;Jacobi;89;3.77421e-06;6.96516
0.000125;1e-06;ISend_IRecv;16;Jacobi;89;3.77421e-06;6.8995
0.000125;1e-06;Send_Recv;16;Seidel_RB;47;1.73915e-06;3.71228
0.000125;1e-06;Sendrecv;16;Seidel_RB;47;1.73915e-06;3.72109
0.000125;1e-06;ISend_IRecv;16;Seidel_RB;47;1.73915e-06;3.71021
