h_lenght;eps;communication_type;num_procs;method_type;n_of_iter;error_in_norm_inf;time_taken
0.001;1e-06;Send_Recv;4;Jacobi;80;3.5125e-06;0.287676
0.001;1e-06;Sendrecv;4;Jacobi;80;3.5125e-06;0.284955
0.001;1e-06;ISend_IRecv;4;Jacobi;80;3.5125e-06;0.282527
0.001;1e-06;Send_Recv;4;Seidel_RB;43;1.294e-06;0.150362
0.001;1e-06;Sendrecv;4;Seidel_RB;43;1.294e-06;0.15046
0.001;1e-06;ISend_IRecv;4;Seidel_RB;43;1.294e-06;0.15021
