h_lenght;eps;communication_type;num_procs;method_type;n_of_iter;error_in_norm_inf;time_taken
0.001;1e-06;Send_Recv;12;Jacobi;80;3.5125e-06;0.109645
0.001;1e-06;Sendrecv;12;Jacobi;80;3.5125e-06;0.105705
0.001;1e-06;ISend_IRecv;12;Jacobi;80;3.5125e-06;0.104563
0.001;1e-06;Send_Recv;12;Seidel_RB;52;1.64558e-06;0.0679225
0.001;1e-06;Sendrecv;12;Seidel_RB;52;1.64558e-06;0.0679889
0.001;1e-06;ISend_IRecv;12;Seidel_RB;52;1.64558e-06;0.0673425
