time;r11;r12;r13;r21;r22;r23;r31;r32;r33
0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;1.0000000000000000e+00;0.0000000000000000e+00;-1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;-1.0000000000000000e+00;0.0000000000000000e+00;
5.0000000000000003e-02;9.9929694690278581e-01;4.5000000000000005e-02;0.0000000000000000e+00;-4.5000000000000005e-02;9.9929694690278581e-01;0.0000000000000000e+00;-9.9929694690278581e-01;-4.5000000000000005e-02;0.0000000000000000e+00;4.5000000000000005e-02;-9.9929694690278581e-01;0.0000000000000000e+00;
1.0000000000000001e-01;9.9719000121123424e-01;8.9936778601691164e-02;0.0000000000000000e+00;-8.9936778601691164e-02;9.9719000121123424e-01;0.0000000000000000e+00;-9.9719000121123424e-01;-8.9936778601691164e-02;0.0000000000000000e+00;8.9936778601691164e-02;-9.9719000121123424e-01;0.0000000000000000e+00;
1.5000000000000002e-01;9.9368601828460790e-01;1.3474752693696446e-01;0.0000000000000000e+00;-1.3474752693696446e-01;9.9368601828460790e-01;0.0000000000000000e+00;-9.9368601828460790e-01;-1.3474752693696446e-01;0.0000000000000000e+00;1.3474752693696446e-01;-9.9368601828460790e-01;0.0000000000000000e+00;
2.0000000000000001e-01;9.8879633202161188e-01;1.7937030832142989e-01;0.0000000000000000e+00;-1.7937030832142989e-01;9.8879633202161188e-01;0.0000000000000000e+00;-9.8879633202161188e-01;-1.7937030832142989e-01;0.0000000000000000e+00;1.7937030832142989e-01;-9.8879633202161188e-01;0.0000000000000000e+00;
2.5000000000000000e-01;9.8253661789627811e-01;2.2374447367184647e-01;0.0000000000000000e+00;-2.2374447367184647e-01;9.8253661789627811e-01;0.0000000000000000e+00;-9.8253661789627811e-01;-2.2374447367184647e-01;0.0000000000000000e+00;2.2374447367184647e-01;-9.8253661789627811e-01;0.0000000000000000e+00;
2.9999999999999999e-01;9.7492670642342227e-01;2.6781105271428346e-01;0.0000000000000000e+00;-2.6781105271428346e-01;9.7492670642342227e-01;0.0000000000000000e+00;-9.7492670642342227e-01;-2.6781105271428346e-01;0.0000000000000000e+00;2.6781105271428346e-01;-9.7492670642342227e-01;0.0000000000000000e+00;
3.4999999999999998e-01;9.6599035199846983e-01;3.1151311430772344e-01;0.0000000000000000e+00;-3.1151311430772344e-01;9.6599035199846983e-01;0.0000000000000000e+00;-9.6599035199846983e-01;-3.1151311430772344e-01;0.0000000000000000e+00;3.1151311430772344e-01;-9.6599035199846983e-01;0.0000000000000000e+00;
3.9999999999999997e-01;9.5575496306109275e-01;3.5479609029948361e-01;0.0000000000000000e+00;-3.5479609029948361e-01;9.5575496306109275e-01;0.0000000000000000e+00;-9.5575496306109275e-01;-3.5479609029948361e-01;0.0000000000000000e+00;3.5479609029948361e-01;-9.5575496306109275e-01;0.0000000000000000e+00;
4.4999999999999996e-01;9.4425130027134940e-01;3.9760805856837389e-01;0.0000000000000000e+00;-3.9760805856837389e-01;9.4425130027134940e-01;0.0000000000000000e+00;-9.4425130027134940e-01;-3.9760805856837389e-01;0.0000000000000000e+00;3.9760805856837389e-01;-9.4425130027134940e-01;0.0000000000000000e+00;
